1,1,25,226802,7,40, Private, 11th, Never-married, Black, Male, <=50K
12167,12167,39,223792,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12168,12168,61,43904,9,40, Private, HS-grad, Divorced, Black, Male, <=50K
12169,12169,45,239864,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12170,12170,47,159075,9,40, Private, HS-grad, Divorced, White, Male, <=50K
12171,12171,38,103474,13,20, Self-emp-not-inc, Bachelors, Never-married, White, Female, <=50K
12172,12172,21,90896,9,40, Private, HS-grad, Never-married, White, Female, <=50K
12173,12173,46,145290,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, >50K
12174,12174,23,155818,13,40, Private, Bachelors, Never-married, White, Female, <=50K
12175,12175,28,35864,10,70, Self-emp-not-inc, Some-college, Married-civ-spouse, Other, Male, >50K
12176,12176,18,394954,10,40, Private, Some-college, Never-married, White, Female, <=50K
12177,12177,50,34637,5,40, State-gov, 9th, Married-civ-spouse, White, Male, <=50K
12178,12178,34,38223,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
12179,12179,30,352105,13,40, Private, Bachelors, Never-married, Black, Female, <=50K
12180,12180,53,291096,2,40, Private, 1st-4th, Divorced, White, Male, <=50K
12181,12181,63,144391,13,20, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
12182,12182,62,44013,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12183,12183,28,134890,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12184,12184,39,497525,6,40, Self-emp-not-inc, 10th, Separated, Black, Male, <=50K
12185,12185,28,195520,10,20, Private, Some-college, Never-married, White, Male, <=50K
12186,12186,44,35166,10,75, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
12187,12187,26,180514,13,40, Private, Bachelors, Never-married, Black, Male, <=50K
12188,12188,32,262153,7,40, Private, 11th, Married-spouse-absent, White, Male, <=50K
12189,12189,39,91039,14,45, Local-gov, Masters, Married-civ-spouse, White, Male, <=50K
12191,12191,27,125791,13,15, Private, Bachelors, Never-married, White, Female, <=50K
12192,12192,31,337505,15,40, Private, Prof-school, Married-civ-spouse, Asian-Pac-Islander, Male, <=50K
12193,12193,61,258775,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12194,12194,32,153152,6,38, Private, 10th, Married-civ-spouse, White, Male, <=50K
12196,12196,24,434102,7,3, Self-emp-not-inc, 11th, Never-married, White, Female, <=50K
12197,12197,39,342768,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
12198,12198,29,160786,10,46, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12199,12199,52,279440,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12200,12200,26,67240,9,35, Self-emp-not-inc, HS-grad, Never-married, White, Male, <=50K
12201,12201,30,196963,12,15, Private, Assoc-acdm, Never-married, White, Female, <=50K
12202,12202,70,115239,9,30, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12203,12203,29,133937,9,30, Private, HS-grad, Never-married, White, Male, <=50K
12204,12204,32,31714,10,40, Private, Some-college, Divorced, White, Female, <=50K
12205,12205,32,347623,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12206,12206,58,174848,8,40, Private, 12th, Married-civ-spouse, White, Male, <=50K
12207,12207,75,106873,7,40, Self-emp-not-inc, 11th, Widowed, White, Male, <=50K
12208,12208,37,49687,13,40, Private, Bachelors, Divorced, White, Male, <=50K
12209,12209,39,256294,9,40, Private, HS-grad, Married-civ-spouse, Black, Male, <=50K
12210,12210,66,33155,9,45, State-gov, HS-grad, Married-civ-spouse, White, Male, >50K
12211,12211,46,131939,9,40, Private, HS-grad, Divorced, White, Male, <=50K
12212,12212,49,95256,13,42, Local-gov, Bachelors, Married-civ-spouse, White, Male, >50K
12213,12213,32,198901,6,40, Private, 10th, Married-civ-spouse, White, Male, <=50K
12214,12214,20,177287,9,40, Private, HS-grad, Never-married, White, Female, <=50K
12215,12215,44,144925,10,40, Private, Some-college, Divorced, White, Male, <=50K
12216,12216,42,188243,13,50, Private, Bachelors, Divorced, White, Female, >50K
12217,12217,34,198068,9,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
12218,12218,37,116960,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12219,12219,22,172496,10,40, Private, Some-college, Never-married, White, Male, <=50K
12221,12221,33,251990,9,37, Private, HS-grad, Separated, Other, Male, <=50K
12222,12222,54,28683,9,41, Federal-gov, HS-grad, Married-civ-spouse, White, Male, >50K
12223,12223,36,109133,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
12224,12224,36,24504,9,40, Private, HS-grad, Divorced, White, Female, <=50K
12225,12225,44,201495,12,50, Private, Assoc-acdm, Married-civ-spouse, White, Male, >50K
12226,12226,49,187634,13,50, Private, Bachelors, Divorced, White, Female, >50K
12227,12227,40,77391,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12228,12228,49,36601,9,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, >50K
12229,12229,31,197193,9,27, Self-emp-not-inc, HS-grad, Never-married, White, Male, <=50K
12230,12230,81,184762,10,25, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
12231,12231,40,200671,9,40, Private, HS-grad, Divorced, Black, Male, <=50K
12232,12232,47,186539,10,10, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12233,12233,39,199816,9,50, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12234,12234,42,171351,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12235,12235,29,119793,4,40, Private, 7th-8th, Married-civ-spouse, White, Male, >50K
12236,12236,40,38876,9,48, Local-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
12237,12237,28,145242,13,20, Private, Bachelors, Married-civ-spouse, White, Female, >50K
12239,12239,32,217251,11,43, State-gov, Assoc-voc, Divorced, White, Female, <=50K
12240,12240,35,195253,10,60, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12242,12242,52,145072,14,40, State-gov, Masters, Divorced, White, Female, <=50K
12243,12243,17,108085,8,24, Private, 12th, Never-married, White, Female, <=50K
12244,12244,23,72055,9,40, Private, HS-grad, Never-married, White, Female, <=50K
12245,12245,76,82628,4,45, Private, 7th-8th, Married-civ-spouse, White, Male, <=50K
12246,12246,41,49156,16,30, Self-emp-not-inc, Doctorate, Never-married, White, Male, <=50K
12247,12247,46,187666,9,55, Private, HS-grad, Divorced, White, Female, <=50K
12248,12248,49,225456,13,60, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, >50K
12249,12249,60,286253,9,40, Federal-gov, HS-grad, Married-spouse-absent, White, Male, <=50K
12251,12251,62,190384,9,37, Private, HS-grad, Never-married, Black, Female, <=50K
12252,12252,46,362835,12,40, Federal-gov, Assoc-acdm, Married-civ-spouse, White, Male, >50K
12253,12253,50,243322,9,45, Private, HS-grad, Married-spouse-absent, White, Male, <=50K
12254,12254,39,49105,11,40, Private, Assoc-voc, Separated, White, Female, <=50K
12255,12255,20,72520,10,30, Private, Some-college, Never-married, White, Male, <=50K
12256,12256,38,200352,13,50, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
12257,12257,56,146660,9,10, Private, HS-grad, Divorced, White, Male, <=50K
12258,12258,30,247328,11,40, Self-emp-not-inc, Assoc-voc, Separated, White, Male, <=50K
12259,12259,41,304605,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12260,12260,29,309778,13,40, Private, Bachelors, Never-married, White, Male, <=50K
12261,12261,43,248476,13,60, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
12262,12262,28,129624,13,45, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
12263,12263,30,97723,9,35, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12264,12264,19,143404,9,30, Private, HS-grad, Never-married, White, Male, <=50K
12265,12265,56,127264,10,34, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12266,12266,28,179191,9,35, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12267,12267,23,230824,13,35, Private, Bachelors, Never-married, White, Male, <=50K
12268,12268,34,410615,12,60, Private, Assoc-acdm, Married-civ-spouse, White, Male, >50K
12269,12269,43,224998,13,40, Private, Bachelors, Married-civ-spouse, Black, Male, >50K
12270,12270,60,54553,9,20, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
12271,12271,43,225165,10,40, Local-gov, Some-college, Married-civ-spouse, White, Male, <=50K
12272,12272,60,75257,9,40, Self-emp-inc, HS-grad, Married-civ-spouse, White, Female, <=50K
12273,12273,42,33155,9,85, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12274,12274,32,450141,10,40, Local-gov, Some-college, Divorced, White, Male, <=50K
12275,12275,31,441949,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
12276,12276,25,131341,9,36, Private, HS-grad, Never-married, White, Male, <=50K
12277,12277,25,227548,8,40, Private, 12th, Married-civ-spouse, Black, Male, <=50K
12278,12278,41,38876,12,50, Self-emp-inc, Assoc-acdm, Married-civ-spouse, White, Male, >50K
12279,12279,26,143756,10,40, Private, Some-college, Never-married, White, Male, <=50K
12280,12280,45,308275,13,65, Local-gov, Bachelors, Married-civ-spouse, Black, Male, >50K
12281,12281,35,173586,9,45, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12282,12282,21,196074,5,40, Private, 9th, Never-married, White, Male, <=50K
12283,12283,39,178877,9,40, Federal-gov, HS-grad, Married-civ-spouse, White, Male, >50K
12284,12284,22,285580,13,45, Private, Bachelors, Never-married, White, Male, <=50K
12285,12285,66,219220,13,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
12286,12286,32,228696,10,40, Federal-gov, Some-college, Divorced, White, Male, <=50K
12287,12287,39,185405,6,40, Private, 10th, Married-civ-spouse, White, Male, <=50K
12288,12288,41,240124,10,50, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, <=50K
12290,12290,31,329172,10,40, Private, Some-college, Divorced, White, Female, <=50K
12291,12291,27,147280,7,40, Private, 11th, Never-married, Other, Male, <=50K
12292,12292,34,197252,13,45, Private, Bachelors, Married-civ-spouse, White, Male, >50K
12293,12293,43,118544,14,50, State-gov, Masters, Married-civ-spouse, White, Male, >50K
12294,12294,56,183169,9,35, Private, HS-grad, Never-married, White, Female, <=50K
12295,12295,34,205810,9,40, Private, HS-grad, Married-civ-spouse, Black, Female, <=50K
12296,12296,23,132556,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12297,12297,29,438429,9,40, Private, HS-grad, Never-married, White, Female, <=50K
12298,12298,34,104293,12,40, Private, Assoc-acdm, Never-married, White, Female, <=50K
12299,12299,37,506830,13,40, Private, Bachelors, Never-married, Black, Female, <=50K
12300,12300,42,56072,12,45, Private, Assoc-acdm, Married-civ-spouse, White, Male, >50K
12301,12301,51,164300,9,40, Local-gov, HS-grad, Separated, White, Female, <=50K
12302,12302,34,274577,9,40, Private, HS-grad, Divorced, Black, Female, <=50K
12303,12303,60,36568,5,70, Self-emp-not-inc, 9th, Married-civ-spouse, White, Male, <=50K
12304,12304,41,223548,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12305,12305,27,478277,13,40, Local-gov, Bachelors, Married-civ-spouse, Black, Male, <=50K
12306,12306,46,254672,10,40, Private, Some-college, Never-married, White, Female, <=50K
12307,12307,22,171538,9,35, Private, HS-grad, Divorced, White, Female, <=50K
12309,12309,18,87135,7,15, Private, 11th, Never-married, White, Male, <=50K
12310,12310,46,138626,9,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, >50K
12311,12311,40,179069,13,30, Private, Bachelors, Never-married, White, Male, <=50K
12312,12312,24,88824,13,40, Private, Bachelors, Never-married, White, Male, <=50K
12313,12313,28,159623,10,30, Self-emp-not-inc, Some-college, Never-married, White, Male, <=50K
12315,12315,53,276369,9,99, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
12316,12316,25,96862,10,65, Private, Some-college, Never-married, White, Female, <=50K
12317,12317,18,245486,9,20, Private, HS-grad, Never-married, White, Female, <=50K
12318,12318,64,209899,10,35, Local-gov, Some-college, Married-civ-spouse, White, Male, <=50K
12319,12319,45,306122,13,44, Private, Bachelors, Never-married, Black, Female, >50K
12320,12320,32,240763,7,45, Private, 11th, Divorced, Black, Male, <=50K
12321,12321,30,323069,9,30, Private, HS-grad, Never-married, White, Female, <=50K
12322,12322,35,179579,9,45, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12324,12324,19,291181,9,28, Private, HS-grad, Never-married, White, Female, <=50K
12325,12325,31,356823,13,40, Private, Bachelors, Never-married, White, Female, >50K
12326,12326,39,312271,10,60, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12327,12327,33,182714,13,40, Private, Bachelors, Never-married, White, Female, <=50K
12328,12328,25,184569,9,45, Private, HS-grad, Never-married, White, Male, <=50K
12329,12329,55,129762,9,40, Private, HS-grad, Divorced, White, Female, <=50K
12330,12330,23,216867,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12331,12331,45,155489,10,65, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
12332,12332,42,256179,10,48, Private, Some-college, Married-civ-spouse, Black, Female, >50K
12333,12333,65,51063,6,64, Private, 10th, Divorced, Black, Male, <=50K
12334,12334,37,164898,13,40, State-gov, Bachelors, Married-civ-spouse, White, Male, >50K
12335,12335,28,202206,9,50, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12336,12336,48,115358,4,15, Private, 7th-8th, Married-civ-spouse, Black, Female, <=50K
12337,12337,43,343068,14,65, Local-gov, Masters, Divorced, White, Female, <=50K
12338,12338,44,152908,9,40, Private, HS-grad, Never-married, White, Female, <=50K
12339,12339,58,217802,14,45, Local-gov, Masters, Married-civ-spouse, Black, Male, >50K
12340,12340,70,380498,13,30, Self-emp-not-inc, Bachelors, Widowed, White, Female, <=50K
12341,12341,28,257124,14,55, Local-gov, Masters, Never-married, White, Male, <=50K
12342,12342,46,313635,15,40, Local-gov, Prof-school, Separated, Black, Male, <=50K
12343,12343,33,168906,10,55, Private, Some-college, Divorced, White, Female, <=50K
12344,12344,35,99146,13,50, Local-gov, Bachelors, Married-civ-spouse, White, Male, <=50K
12345,12345,18,190325,7,40, Private, 11th, Never-married, White, Male, <=50K
12346,12346,29,272715,6,30, Private, 10th, Divorced, White, Female, <=50K
12347,12347,29,118598,9,40, Private, HS-grad, Never-married, Black, Female, <=50K
12348,12348,59,97213,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12349,12349,29,39388,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12350,12350,22,190916,7,25, Private, 11th, Divorced, White, Female, <=50K
12351,12351,34,61308,9,45, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12352,12352,30,27856,9,40, Private, HS-grad, Married-civ-spouse, White, Female, <=50K
12353,12353,54,151580,10,40, State-gov, Some-college, Married-civ-spouse, White, Male, >50K
12354,12354,38,248011,7,55, Private, 11th, Divorced, White, Male, <=50K
12355,12355,44,188615,9,60, Private, HS-grad, Married-civ-spouse, White, Male, >50K
12356,12356,30,62932,9,60, Private, HS-grad, Never-married, White, Male, <=50K
12357,12357,28,32510,9,15, Private, HS-grad, Married-civ-spouse, White, Female, <=50K
12359,12359,57,250873,9,40, Federal-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
12360,12360,38,257942,9,60, Private, HS-grad, Never-married, White, Male, <=50K
12361,12361,43,334141,4,40, Private, 7th-8th, Divorced, Black, Female, <=50K
12363,12363,34,87535,16,40, Private, Doctorate, Never-married, White, Female, <=50K
12364,12364,46,222011,10,50, Private, Some-college, Divorced, White, Male, <=50K
12365,12365,44,33895,9,40, Private, HS-grad, Divorced, White, Female, <=50K
12366,12366,23,168997,10,40, Private, Some-college, Never-married, White, Male, <=50K
12367,12367,50,163576,14,50, Local-gov, Masters, Never-married, White, Female, >50K
12368,12368,72,98035,4,20, Private, 7th-8th, Married-civ-spouse, White, Male, <=50K
12370,12370,24,245361,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12371,12371,35,109133,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12373,12373,75,124256,10,35, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
12375,12375,60,197060,9,30, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
12376,12376,18,332125,9,25, Private, HS-grad, Never-married, White, Male, <=50K
12377,12377,19,348867,9,15, Private, HS-grad, Never-married, Black, Female, <=50K
12378,12378,31,118584,10,40, Self-emp-inc, Some-college, Divorced, White, Female, <=50K
12379,12379,36,110622,13,8, Self-emp-not-inc, Bachelors, Divorced, Asian-Pac-Islander, Female, <=50K
12380,12380,24,43535,13,32, Private, Bachelors, Never-married, White, Female, <=50K
12381,12381,62,84784,9,40, Private, HS-grad, Divorced, White, Male, <=50K
12382,12382,25,266600,9,40, Private, HS-grad, Married-civ-spouse, Black, Male, <=50K
12383,12383,28,106935,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
12384,12384,56,265518,10,45, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12385,12385,38,289653,11,40, Private, Assoc-voc, Widowed, White, Male, <=50K
12386,12386,32,340917,14,60, Private, Masters, Married-civ-spouse, White, Male, >50K
12387,12387,41,56651,8,40, Private, 12th, Married-civ-spouse, White, Male, <=50K
12388,12388,33,374833,2,40, Private, 1st-4th, Married-spouse-absent, White, Male, <=50K
12389,12389,38,210198,9,30, Private, HS-grad, Never-married, White, Female, <=50K
12390,12390,44,240448,9,20, Private, HS-grad, Never-married, White, Female, <=50K
12391,12391,20,206869,10,30, Private, Some-college, Never-married, White, Female, <=50K
12392,12392,72,149689,15,48, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male, >50K
12393,12393,72,75594,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12394,12394,37,110331,15,60, Private, Prof-school, Married-civ-spouse, White, Female, >50K
12395,12395,54,353787,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
12396,12396,48,142909,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12397,12397,40,54102,10,20, Private, Some-college, Divorced, White, Female, <=50K
12398,12398,36,339116,11,40, Self-emp-inc, Assoc-voc, Divorced, White, Female, <=50K
12400,12400,35,415500,9,40, Private, HS-grad, Married-civ-spouse, Black, Male, <=50K
12401,12401,41,79586,13,60, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
12402,12402,52,142757,10,56, Private, Some-college, Married-civ-spouse, Black, Male, >50K
12403,12403,37,91716,9,75, Private, HS-grad, Divorced, White, Male, <=50K
12404,12404,22,376393,9,30, Private, HS-grad, Married-civ-spouse, White, Female, <=50K
12405,12405,59,129762,10,40, Private, Some-college, Never-married, White, Female, <=50K
12406,12406,34,293017,10,40, Private, Some-college, Never-married, Black, Female, <=50K
12407,12407,42,54583,13,30, Self-emp-not-inc, Bachelors, Divorced, White, Female, <=50K
12408,12408,21,54472,9,40, Private, HS-grad, Never-married, White, Female, <=50K
12410,12410,40,109217,7,45, Private, 11th, Married-civ-spouse, White, Male, <=50K
12411,12411,32,189265,13,40, Private, Bachelors, Never-married, White, Female, <=50K
12412,12412,32,221680,13,40, Private, Bachelors, Never-married, White, Male, <=50K
12413,12413,46,200947,9,35, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12414,12414,21,402136,10,20, Private, Some-college, Never-married, White, Female, <=50K
12415,12415,30,119411,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12416,12416,47,136258,10,30, Self-emp-not-inc, Some-college, Divorced, White, Male, <=50K
12417,12417,53,35459,10,47, Private, Some-college, Married-civ-spouse, White, Male, >50K
12418,12418,31,157640,13,55, Private, Bachelors, Married-civ-spouse, White, Male, >50K
12419,12419,39,181384,12,20, Private, Assoc-acdm, Never-married, White, Male, <=50K
12420,12420,50,81253,9,30, Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Female, <=50K
12421,12421,21,152668,10,35, Private, Some-college, Never-married, White, Male, <=50K
12424,12424,39,106964,14,55, Private, Masters, Married-civ-spouse, White, Male, >50K
12426,12426,20,218068,10,23, Private, Some-college, Never-married, White, Male, <=50K
12427,12427,33,162572,9,60, Private, HS-grad, Never-married, White, Male, <=50K
12428,12428,74,160009,12,30, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, White, Male, >50K
12429,12429,25,164488,10,40, Private, Some-college, Divorced, White, Male, <=50K
12431,12431,31,119033,9,50, Private, HS-grad, Never-married, White, Male, <=50K
12432,12432,27,311446,10,60, Private, Some-college, Never-married, White, Female, <=50K
12433,12433,31,128065,7,55, Private, 11th, Married-civ-spouse, White, Male, >50K
12434,12434,48,101016,14,40, Private, Masters, Divorced, White, Female, <=50K
12435,12435,73,33493,9,3, Private, HS-grad, Widowed, White, Female, <=50K
12436,12436,34,130078,14,32, Private, Masters, Married-civ-spouse, White, Female, >50K
12437,12437,30,284826,9,50, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12438,12438,53,169112,13,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, >50K
12439,12439,37,362006,9,40, Federal-gov, HS-grad, Married-civ-spouse, White, Female, >50K
12440,12440,19,124906,10,25, Private, Some-college, Never-married, White, Female, <=50K
12441,12441,53,229247,8,45, Private, 12th, Married-civ-spouse, White, Male, <=50K
12442,12442,59,170993,15,40, Self-emp-inc, Prof-school, Divorced, White, Male, >50K
12443,12443,39,157641,13,40, Private, Bachelors, Divorced, White, Female, <=50K
12444,12444,23,224632,13,38, Private, Bachelors, Never-married, Black, Female, <=50K
12445,12445,26,159732,13,43, Private, Bachelors, Never-married, White, Male, <=50K
12446,12446,56,221801,10,40, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
12447,12447,90,347074,10,12, Private, Some-college, Never-married, White, Female, <=50K
12448,12448,35,143059,9,28, Private, HS-grad, Married-civ-spouse, White, Female, >50K
12449,12449,23,37072,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12450,12450,52,137815,5,40, Private, 9th, Divorced, White, Male, <=50K
12451,12451,43,594194,9,40, Federal-gov, HS-grad, Married-civ-spouse, Black, Male, >50K
12452,12452,41,284716,9,15, Private, HS-grad, Separated, White, Female, <=50K
12453,12453,39,202662,10,40, Private, Some-college, Never-married, White, Male, <=50K
12454,12454,56,191754,14,50, Local-gov, Masters, Married-civ-spouse, White, Male, >50K
12455,12455,31,175985,10,50, Private, Some-college, Divorced, White, Female, <=50K
12456,12456,69,108196,13,25, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
12457,12457,37,51198,10,45, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12458,12458,26,384276,10,60, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, >50K
12459,12459,46,368355,13,60, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, >50K
12460,12460,20,221661,6,30, Private, 10th, Never-married, White, Female, <=50K
12461,12461,51,108435,13,40, Private, Bachelors, Married-civ-spouse, White, Male, >50K
12463,12463,42,209547,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
12464,12464,29,197565,9,35, Private, HS-grad, Married-civ-spouse, White, Female, >50K
12465,12465,62,180418,8,40, Private, 12th, Never-married, White, Male, <=50K
12466,12466,35,45880,13,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
12467,12467,52,203953,9,40, Local-gov, HS-grad, Married-civ-spouse, White, Male, >50K
12468,12468,64,178748,2,40, Self-emp-not-inc, 1st-4th, Married-civ-spouse, White, Male, <=50K
12469,12469,28,203171,11,55, Private, Assoc-voc, Never-married, White, Male, <=50K
12470,12470,71,132057,13,50, Private, Bachelors, Married-civ-spouse, Black, Male, >50K
12471,12471,33,40142,9,56, Local-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
12472,12472,36,224541,4,40, Private, 7th-8th, Married-civ-spouse, White, Male, <=50K
12473,12473,67,221252,14,40, Self-emp-not-inc, Masters, Divorced, Other, Male, <=50K
12474,12474,26,133766,7,35, Private, 11th, Married-civ-spouse, White, Male, <=50K
12475,12475,41,244945,10,65, Private, Some-college, Married-civ-spouse, White, Male, >50K
12476,12476,35,171393,9,50, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12477,12477,63,326903,2,25, Self-emp-not-inc, 1st-4th, Married-civ-spouse, White, Male, <=50K
12478,12478,27,91257,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12479,12479,41,118001,7,40, Private, 11th, Never-married, Black, Male, <=50K
12480,12480,30,168906,10,44, Private, Some-college, Never-married, White, Female, <=50K
12481,12481,27,267912,6,40, Private, 10th, Never-married, White, Male, <=50K
12482,12482,55,327406,10,65, Private, Some-college, Divorced, White, Male, >50K
12483,12483,25,141876,13,40, Private, Bachelors, Never-married, White, Male, <=50K
12484,12484,33,185177,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12485,12485,35,191807,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
12486,12486,39,114942,10,43, Private, Some-college, Married-civ-spouse, White, Male, >50K
12487,12487,32,204470,10,99, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, >50K
12488,12488,50,195844,16,50, Private, Doctorate, Never-married, White, Male, >50K
12489,12489,39,184659,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12490,12490,39,224466,10,24, Private, Some-college, Divorced, Black, Male, <=50K
12491,12491,46,149551,9,50, Local-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
12492,12492,53,113522,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
12493,12493,68,116993,15,60, Private, Prof-school, Widowed, White, Male, >50K
12494,12494,45,277434,10,50, Private, Some-college, Divorced, White, Male, <=50K
12495,12495,42,167948,16,40, Private, Doctorate, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
12496,12496,67,273239,13,50, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, >50K
12497,12497,74,322789,6,40, Private, 10th, Married-civ-spouse, White, Male, <=50K
12498,12498,20,240517,10,20, Local-gov, Some-college, Never-married, White, Female, <=50K
12499,12499,52,230112,14,40, Local-gov, Masters, Married-civ-spouse, White, Male, >50K
12500,12500,21,211385,7,25, Local-gov, 11th, Never-married, Black, Male, <=50K
12501,12501,33,109282,4,40, Private, 7th-8th, Never-married, White, Male, <=50K
12502,12502,32,367904,6,40, Private, 10th, Divorced, White, Female, <=50K
12503,12503,43,34278,10,35, Private, Some-college, Married-civ-spouse, White, Male, <=50K
12504,12504,67,221281,9,15, Private, HS-grad, Divorced, White, Female, <=50K
12505,12505,39,179671,6,40, Private, 10th, Married-civ-spouse, White, Male, <=50K
12506,12506,28,106721,14,40, State-gov, Masters, Married-civ-spouse, White, Male, <=50K
12507,12507,27,152951,9,40, Private, HS-grad, Never-married, White, Male, <=50K
12508,12508,30,315203,4,30, Private, 7th-8th, Never-married, White, Female, <=50K
12509,12509,44,117728,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, >50K
12510,12510,23,192017,11,40, Private, Assoc-voc, Never-married, White, Male, <=50K
12512,12512,42,120837,9,50, Private, HS-grad, Divorced, White, Male, <=50K
12513,12513,39,289430,3,50, Self-emp-not-inc, 5th-6th, Married-civ-spouse, White, Male, <=50K
12514,12514,44,304175,13,40, Private, Bachelors, Divorced, White, Male, >50K
12515,12515,52,251841,14,50, Local-gov, Masters, Never-married, White, Female, <=50K
12516,12516,17,33611,7,40, Private, 11th, Never-married, White, Male, <=50K
